doctor_id,doctor_name,department_name,doctor_title,h_pro,h_level,create_tme,publish_num
23638758,裘昌林,名中医工作室,主任医师,浙江,三级甲等,2018/5/25 13:44,\N
23639027,范一宏,消化门诊,主任医师,浙江,三级甲等,2017/9/22 9:23,1
23639203,孟立娜,消化门诊,主任医师,浙江,三级甲等,2017/10/9 10:18,\N
23641123,纪鹏辉,消化科,副主任医师,北京,三级甲等,2017/7/17 20:20,4
23643148,吴海莺,耳鼻喉科,副主任医师,云南,三级甲等,2018/5/9 17:50,\N
23644394,郭颂铭,中医肛肠,主任医师,上海,三级甲等,2017/8/4 10:12,4
23644448,金炜,肛肠科,副主任医师,上海,三级甲等,2018/5/9 17:50,\N
23644455,吴炯,肛肠科,副主任医师,上海,三级甲等,2017/7/17 20:21,10
23644464,冯卓,内镜专科,副主任医师,上海,三级甲等,2017/7/17 20:23,14
23644466,曹守明,耳鼻喉科,主治医师,云南,三级甲等,2017/12/28 17:44,\N
23644785,吴闯,肛肠科,住院医师,上海,三级甲等,2018/5/9 17:50,\N
23644827,苗振春,甲状腺疾病诊治中心,其他,上海,三级甲等,2017/7/17 20:21,13
23645340,刘洪,胸外科,副主任医师,山东,三级甲等,2018/5/14 9:20,\N
23645489,田秦杰,特需妇科内分泌门诊,主任医师,北京,三级甲等,2017/7/17 20:24,14
23647012,朱金海,肝胆外科,主任医师,福建,三级甲等,2018/5/9 17:50,\N
23647487,朱光硕,妇产科,住院医师,河北,一级,2017/9/13 17:31,\N
23647521,吴包金,整形外科,主任医师,上海,三级甲等,2017/12/12 21:13,\N
23649349,刘社丽,全科,主治医师,河南,一级,2018/6/11 9:48,\N
23649985,黄勇,整形美容激光门诊,主任医师,山东,三级甲等,2017/11/1 13:44,\N
23650002,林立新,整形美容激光门诊,副主任医师,山东,三级甲等,2017/11/21 17:28,\N
23650018,王鹏,烧伤门诊,副主任医师,山东,三级甲等,2017/8/29 9:00,\N
23650053,刘健,烧伤门诊,主治医师,山东,三级甲等,2017/10/26 13:44,1
23659665,苏东奎,五官科,副主任医师,河南,二级,2017/9/19 21:00,1
23660963,傅柄钢,皮肤科门诊,医师,四川,三级甲等,2017/7/17 20:24,1
23664590,陈宇飞,神经外科,主治医师,山西,二级,2017/7/24 9:09,48
23671878,秦志强,呼吸内科,主任医师,广西,三级甲等,2017/8/29 9:00,\N
23672847,韦彩周,呼吸内科,副主任医师,广西,三级甲等,2018/3/6 9:16,19
23674470,施丽洁,妇科,副主任医师,山东,三级非甲等,2017/9/26 9:25,\N
23674482,张海蓉,产科,副主任医师,山东,三级甲等,2018/1/10 9:27,\N
23674883,毛志国,肾内科,副主任医师,上海,三级甲等,2017/11/13 17:22,20
23675023,马凤英,风湿免疫血液科,副主任医师,青海,三级甲等,2017/8/9 9:11,\N
23675583,叶曦,内分泌科,副主任医师,湖北,三级甲等,2018/3/29 17:35,\N
23676412,王影明,普外科,住院医师,河北,三级甲等,2017/8/4 10:13,\N
23676980,唐玉芬,消化内科,主治医师,北京,三级甲等,2018/2/28 17:16,\N
23680377,熊辉霞,血液内科,主任医师,青海,三级甲等,2017/7/26 16:44,\N
23680719,刘银侠,康复治疗二科,副主任医师,陕西,三级甲等,2018/5/9 17:50,\N
23681772,樊锋,皮肤科,主治医师,青海,三级甲等,2017/9/12 17:34,1
23681926,杜随勇,脊柱外科,主治医师,陕西,二级,2018/5/9 17:51,\N
23698695,谢宇,泌尿外科门诊,主任医师,湖南,三级甲等,2017/8/11 9:22,11
23710732,高鹏,口腔科,副主任医师,青海,三级甲等,2017/8/10 9:17,\N
23714664,邓俭,口腔科,主任医师,青海,三级甲等,2017/11/9 9:25,\N
23756532,黄显琼,皮肤性病科门诊,主治医师,重庆,三级甲等,2018/3/16 17:45,\N
23897936,李建强,内科,住院医师,河北,二级,2017/10/11 17:27,12
23902059,陈佳瑞,耳鼻咽喉科,主治医师,上海,三级甲等,2017/11/29 12:37,1
23902091,金蕾,耳鼻咽喉科,主治医师,上海,三级甲等,2017/9/14 14:14,5
23902878,叶子,内科,主任医师,浙江,其他等级,\N,\N
23906210,顾荣华,妇产科,副主任医师,浙江,三级非甲等,2017/11/29 12:50,1
23913247,俞澜,肾内科,主治医师,甘肃,三级甲等,2018/4/10 15:39,\N
23915393,刘俊丽,儿内科,主治医师,山东,三级甲等,2017/7/17 20:25,7
23917752,吴昌竹,耳鼻喉科,主任医师,辽宁,三级甲等,2018/5/9 17:51,\N
23920748,吴超,肝炎门诊,主任医师,江苏,三级甲等,2017/7/13 10:29,11
23920832,陈重,肝炎门诊,副主任医师,江苏,三级甲等,2017/11/29 13:16,\N
23920879,周文三,肝炎门诊,副主任医师,江苏,三级甲等,2017/12/18 17:33,\N
23922186,陈宇,泌尿外科,副主任医师,辽宁,三级甲等,2017/7/7 16:47,8
23922187,田财军,脑病科,副主任医师,山东,三级甲等,2018/5/14 9:17,\N
23924808,张伟,肺病科,主任医师,山东,三级甲等,2017/7/7 16:48,1171
23925459,康杰,普外科甲状腺和腹壁疝专病,主治医师,上海,三级甲等,2017/9/11 17:50,6
23925716,程光辉,门诊专家,主治医师,湖北,三级甲等,2018/2/27 17:33,\N
23925735,唐成,门诊专家,副主任医师,湖北,三级甲等,2017/9/25 10:03,1
23925859,阴智敏,肺病一科,主任医师,陕西,三级甲等,2017/9/8 16:31,\N
23927256,陈迎春,全科,主治医师,山东,二级,2017/10/27 9:20,165
23928856,伊丽丽,小儿呼吸科,主治医师,辽宁,三级甲等,2017/11/6 9:39,\N
23929945,王裕生,疼痛科,副主任医师,青海,三级甲等,2018/5/9 17:51,\N
23929966,王海栋,疼痛科,主治医师,青海,三级甲等,2017/8/17 13:34,37
23931138,潘保芹,妇产科,住院医师,河北,二级,2017/11/10 10:40,\N
23947925,刘强,内科,主治医师,河南,二级,2017/10/17 15:56,175
23948465,颜熙君,普外科,副主任医师,新疆,三级甲等,2017/12/6 17:33,42
23949883,雪彦锋,皮肤科,副主任医师,宁夏,三级非甲等,2017/9/25 10:01,16
23951182,谭谦,著名专家门诊,主任医师,江苏,三级甲等,2017/11/29 12:50,5
23951275,林樾,整形美容烧伤科,住院医师,江苏,三级甲等,2018/3/29 17:36,\N
23951312,燕辛,整形美容烧伤科,主治医师,江苏,三级甲等,2018/3/26 9:36,\N
23951338,徐晔,整形美容烧伤科,主治医师,江苏,三级甲等,2017/12/7 9:34,7
23953130,李霞,老年病内科,副主任医师,新疆,三级甲等,2018/5/23 9:18,\N
23953314,陈晓英,门诊专家,主任医师,湖北,三级甲等,2018/3/16 17:45,\N
23953868,饶丹,门诊专家,主任医师,湖北,三级甲等,2018/5/8 9:26,\N
23953979,王建蕊,内科,住院医师,河北,二级,2017/11/10 10:40,\N
23954632,田永立,肿瘤内科(副),副主任医师,江苏,三级甲等,2018/5/9 17:51,\N
23954679,彭海燕,膏方门诊（副高）,副主任医师,江苏,三级甲等,2017/8/11 16:59,2
23954812,张治平,门诊专家,主任医师,湖北,三级甲等,2018/3/13 9:35,\N
23956649,周红梅,先心门诊,主任医师,湖北,三级甲等,2017/11/3 10:40,10
23959409,张海燕,妇科门诊,副主任医师,上海,三级甲等,2017/8/7 9:07,1
23960910,吴佳欐,耳鼻咽喉科,副主任医师,上海,三级甲等,2018/3/19 17:49,\N
23961797,蒋丹玛,全科,主治医师,上海,一级,2018/5/9 17:48,\N
23967775,王平,外科,住院医师,山东,二级,2017/9/25 10:08,97
23968135,覃雪峰,五官科,主治医师,四川,二级,2018/2/27 17:36,\N
23970044,郭志杰,中医科,主治医师,湖北,三级甲等,2018/3/30 17:40,\N
23972311,徐志强,胸外科,主治医师,辽宁,三级甲等,2017/10/23 9:24,68
23974790,杨庆玺,肿瘤科,主治医师,山东,三级非甲等,2017/7/11 17:45,10
23981918,刘焱,乳腺外科,主治医师,山东,三级甲等,2017/11/13 17:39,\N
23982110,张兆杰,外二科,主任医师,山东,三级非甲等,2017/9/13 10:23,4
23983607,刘兆智,内科,住院医师,山东,一级,2017/11/3 10:15,3
23984525,郑胜平,骨三科,副主任医师,陕西,三级甲等,2018/5/9 17:48,\N
23984586,李青青,妇产科,住院医师,河北,二级,2018/5/9 17:48,\N
23984727,何成邦,中西医科,副主任医师,青海,三级甲等,2017/9/12 17:35,\N
23984916,杨波,消化内科,主治医师,四川,三级非甲等,2017/11/29 13:16,\N
23988616,韩冰,肛肠科,主治医师,山东,三级非甲等,2017/12/25 17:34,2
23990336,龙惠珍,中内科门诊,副主任医师,浙江,三级甲等,2017/11/1 9:30,\N
23990760,何方方,特需妇科门诊,主任医师,北京,三级甲等,2017/8/31 16:51,23
23991740,王太平,骨外科,副主任医师,四川,三级甲等,2018/5/9 17:48,\N
23992883,完玛南杰,小儿外科,主治医师,青海,三级甲等,2017/9/18 17:54,\N
23992923,杨乐,小儿外科,住院医师,青海,三级甲等,2017/9/8 9:13,9
23993588,蔡继伟,骨科,医师,广东,三级甲等,2018/1/9 16:20,\N
23993633,韩大伟,骨科,主治医师,浙江,三级甲等,2017/7/25 9:14,101
23994801,古孜努尔·阿巴斯,口腔科,主治医师,新疆,三级甲等,2017/8/3 9:21,1
23994953,尹珊珊,儿科,主治医师,青海,三级甲等,2017/9/27 9:28,\N
23995380,解明阳,消化内科,住院医师,河北,二级,2017/12/5 9:48,\N
23997037,周密,心外科,副主任医师,上海,三级甲等,2017/9/28 9:10,4
24000051,黄艳,儿科,主治医师,吉林,二级,2017/11/29 13:16,\N
24004075,王火强,核医学科,主任医师,上海,三级甲等,2017/9/21 9:31,3
24004102,孙希文,影像科,主任医师,上海,三级甲等,2017/7/17 20:27,33
24004589,陈文钧,骨科,主任医师,上海,三级甲等,2017/7/7 16:49,\N
24015564,高广林,内科,主治医师,山东,二级,2017/11/29 13:16,\N
24019307,王子雄,皮肤科,主任医师,江苏,三级甲等,2018/5/9 17:48,\N
24019841,黄晓平,产科门诊,副主任医师,江苏,三级甲等,2018/5/9 17:49,\N
24030436,杨惠林,不孕不育门诊,主任医师,青海,三级甲等,2017/11/29 12:56,1
24030457,马英兰,不孕不育门诊,副主任医师,青海,三级甲等,2017/7/17 15:04,73
24030477,马玉秀,不孕不育门诊,主治医师,青海,三级甲等,2017/8/30 17:50,\N
24030492,向玉,不孕不育门诊,副主任医师,青海,三级甲等,2017/9/19 17:38,3
24030642,伊恩晖,眼科,副主任医师,陕西,三级甲等,2018/3/6 16:58,1
24039995,郭霞,精神心理科,副主任医师,甘肃,三级甲等,2017/9/19 21:03,1
24040422,陈巍,普外科,副主任医师,陕西,三级甲等,2017/9/11 10:35,8
24040439,张毓,普外科,副主任医师,陕西,三级甲等,2017/7/7 16:49,\N
24043238,王辉,脑病二科,副主任医师,陕西,三级甲等,2018/3/22 21:05,\N
24044795,王刚,肿瘤外科,主治医师,陕西,三级甲等,2017/7/17 20:26,10
24044808,雷建卫,肿瘤外科,主治医师,陕西,三级甲等,2017/12/25 17:34,2
24047791,张聪,中风科,住院医师,山东,三级甲等,2017/11/23 15:47,111
24049463,许莉,口腔科,住院医师,新疆,三级甲等,2018/5/10 13:33,\N
24049734,尤斌,针灸科,住院医师,甘肃,三级甲等,2018/6/14 13:31,\N
24050096,张佐,口腔科,主任医师,宁夏,三级甲等,2017/9/4 17:39,\N
24052911,陈瑜,耳鼻咽喉头颈外科,主任医师,甘肃,三级甲等,2018/4/8 16:50,\N
24058385,孙亚琴,皮肤科,主任医师,新疆,三级甲等,2018/5/9 17:49,\N
24059899,白明,泌尿外科,副主任医师,陕西,三级甲等,2018/3/30 17:40,\N
24062455,黄加张,骨科,副主任医师,上海,三级甲等,2018/2/6 16:35,\N
24063167,黄钢勇,骨科,副主任医师,上海,三级甲等,2018/2/13 14:19,2
24071594,王世龙,骨科,副主任医师,上海,三级甲等,2017/11/3 10:40,\N
24072910,赵志龙,肿瘤外科,住院医师,陕西,三级甲等,2017/9/22 16:55,5
24074575,杨见辉,儿科,主治医师,贵州,三级甲等,2018/5/10 21:06,\N
24075861,苗有泉,骨科,主任医师,青海,三级甲等,2017/8/17 13:34,\N
24075870,李占银,骨科,副主任医师,青海,三级甲等,2017/12/25 17:34,6
24076030,陶琼,儿科,住院医师,贵州,三级甲等,2018/5/10 21:06,\N
24076186,罗银花,血液内分泌科,主任医师,青海,三级甲等,2017/9/14 13:56,\N
24076210,曹敏英,血液内分泌科,副主任医师,青海,三级甲等,2017/8/11 9:23,\N
24076916,赵文新,甲状腺外科,主任医师,福建,三级甲等,2018/5/10 21:06,\N
24077298,黄承蓉,妇产科,住院医师,重庆,一级,2017/9/29 9:13,\N
24077514,徐爱民,肿瘤介入科,主任医师,上海,三级甲等,2018/5/21 9:38,2
24078345,卜保国,消化内科,副主任医师,北京,三级甲等,2018/5/10 21:06,\N
24079980,邹世恩,妇科门诊,主任医师,上海,三级甲等,2017/9/19 21:06,33
24081587,孙瑞霞,肿瘤放疗科,主治医师,上海,三级甲等,2018/5/10 21:06,\N
24083269,曹怡,整复外科,主治医师,上海,三级甲等,2017/7/7 16:47,1
24083275,杜子婧,整复外科,主治医师,上海,三级甲等,2018/5/10 9:25,\N
24085192,陈鑫,脑脊柱肿瘤,主治医师,上海,三级甲等,2018/1/23 11:38,8
24085223,王波,甲状腺外科,主治医师,福建,三级甲等,2017/11/23 15:46,\N
24095667,侯军,泌尿外科,副主任医师,四川,二级,2018/3/6 17:02,\N
24100416,李靖宇,泌尿外科,主治医师,辽宁,三级甲等,2017/12/13 17:48,\N
24105769,丁晓君,神经内科,住院医师,山东,三级甲等,2017/11/20 15:49,18
24107168,金上博,肝胆外科,主治医师,陕西,三级甲等,2017/10/30 10:48,1
24109648,张进,泌尿外科,副主任医师,上海,三级甲等,2017/7/17 20:28,7
24109677,陈勇辉,泌尿科,副主任医师,上海,三级甲等,2018/3/30 17:40,\N
24110369,蔡航波,眼科,主任医师,浙江,三级甲等,2017/12/25 17:34,5
24111147,高守欢,外一科,住院医师,山东,二级,2018/5/10 21:06,\N
24112594,王洪立,骨科,副主任医师,上海,三级甲等,2018/4/2 10:39,2
24114456,张佑,呼吸科,主治医师,河北,三级甲等,2018/5/10 21:06,\N
24119624,康建华,生殖医学,主治医师,山东,一级,2017/9/25 10:08,84
24122721,马志国,内科,主治医师,河北,二级,2017/11/23 15:48,112
24123575,赛自金,眼科,主任医师,山东,三级非甲等,2017/7/7 16:48,41
24124131,李晓良,心胸外科,副主任医师,青海,三级甲等,2017/7/11 19:57,4
24131959,石建民,骨科,主治医师,山东,三级甲等,2018/1/9 16:21,\N
24145752,丁克家,泌尿外科,主任医师,山东,三级甲等,2017/11/13 17:21,\N
24145989,赵晶,乳腺二门诊,主任医师,天津,三级甲等,2018/3/30 17:40,\N
24146268,孙小虎,乳腺一门诊,主治医师,天津,三级甲等,2018/3/30 17:40,\N
24146617,张富斌,妇科,主治医师,浙江,三级甲等,2018/5/10 21:07,\N
24157148,周慧俊,消化、泌尿内科,副主任医师,湖南,三级甲等,2018/5/10 21:07,\N
24158371,乔晓红,儿科,副主任医师,上海,三级甲等,2017/12/25 17:34,1
24161159,杨田,肝胆外科,副主任医师,上海,三级甲等,2017/11/24 15:15,6
24183406,赵永利,宋氏正骨科,主治医师,甘肃,三级甲等,2017/11/28 13:38,\N
24184061,刘剑帆,骨软科门诊,副主任医师,湖南,三级甲等,2018/3/16 17:45,\N
24188932,卢国元,肾病内科特需门诊,主任医师,江苏,三级甲等,2018/5/10 21:07,\N
24189122,薛洪省,胸心外科,主治医师,辽宁,三级甲等,2017/12/11 9:21,10
24190307,杨英,眼五科,主治医师,新疆,三级甲等,2017/10/30 10:03,8
24191049,邵耘,老年消化内科门诊,主任医师,江苏,三级甲等,2018/3/16 17:45,\N
24191254,黄铁文,体检科,主治医师,陕西,三级甲等,2017/7/17 20:26,\N
24191711,丁莹红,消化内科,副主任医师,北京,三级非甲等,2018/5/10 21:07,\N
24193237,邱仲凯,泌尿外科,住院医师,山东,三级非甲等,2017/12/28 17:44,\N
24195690,李永科,骨科,副主任医师,青海,其他等级,\N,1
24198845,孙玲,心内科,主任医师,辽宁,三级甲等,2017/7/14 13:44,40
24200307,李超,普外科,主治医师,浙江,三级甲等,2018/5/10 21:07,\N
24204576,杜爱芳,内科,主治医师,安徽,三级甲等,2017/10/25 9:37,\N
24209770,吴长春,全科诊疗,副主任医师,山东,三级甲等,2017/8/4 10:14,1
24218738,卢连元,肾病(泌尿内)二科,主任医师,山东,三级甲等,2017/10/19 17:08,7
24218841,赵玄骥,中医妇科,主治医师,宁夏,三级甲等,2017/7/7 16:48,442
24219985,汪佩文,全科医疗科,主任医师,上海,三级甲等,2018/3/30 17:40,\N
24223108,杨扬,肝胆胰外科门诊,医师,江苏,三级甲等,2018/5/10 21:08,\N
24223281,沈瓅,呼吸科,主治医师,上海,三级甲等,2018/3/30 17:40,\N
24227222,杲丽,产前诊断咨询,主治医师,上海,三级甲等,2017/11/3 10:40,\N
24227797,刘敏科,神经内科,主治医师,甘肃,三级甲等,2017/11/13 10:07,\N
24228281,张静婧,耳鼻喉科,主治医师,甘肃,三级甲等,2017/9/19 17:36,7
24229671,胡强,肛肠科,主任医师,山东,三级非甲等,2017/9/13 10:23,\N
24229706,辛涛,肛肠科,主治医师,山东,三级非甲等,2018/5/10 21:08,\N
24235458,孙桂芝,妇产科,住院医师,河北,二级,2017/11/10 10:40,\N
24242653,凌晓锋,普外门诊,主任医师,北京,三级甲等,2018/4/17 13:31,1
24244664,宋元涛,皮肤科,主治医师,山西,三级甲等,2017/7/17 20:29,2
24246353,谢勇,心血管内科,主治医师,江西,二级,2018/3/21 17:52,1
24248819,阳晓东,全科,主治医师,上海,一级,2017/11/3 10:40,\N
24259590,苗为民,外科,副主任医师,上海,二级,2017/10/16 9:58,\N
24259806,范阿童,妇产科,主治医师,辽宁,三级甲等,2017/7/17 20:30,\N
24267770,俞侠健,体检中心,副主任医师,浙江,二级,2018/2/2 22:32,\N
24270508,刘潇,产科,主治医师,广西,三级甲等,2018/4/8 9:56,\N
24285974,宋树玺,肿瘤科,主治医师,辽宁,三级甲等,2018/5/10 21:08,\N
24285990,刘永明,肿瘤科,主治医师,辽宁,三级甲等,2018/5/10 21:08,\N
24291429,姜焕凤,妇产科,住院医师,河北,一级,2018/5/10 21:08,\N
24294440,黄德芸,妇产科,主治医师,安徽,一级,2017/11/23 15:47,64
24310073,贾学仓,脑病外科,主治医师,山东,三级非甲等,2018/5/10 21:09,\N
24311713,董作青,口腔颌面外科,副主任医师,山东,三级甲等,2018/3/16 17:45,\N
24317499,李俊霞,儿童血液中心,住院医师,江苏,三级甲等,2018/5/10 21:09,\N
24318718,周荣富,血液内科,主任医师,江苏,三级甲等,2018/3/30 17:40,\N
24320034,李保江,眼三科,主任医师,新疆,三级甲等,2018/5/10 21:09,\N
24320054,王炜,眼三科,主治医师,新疆,三级甲等,2018/5/10 21:09,\N
24320121,赵旭东,眼三科,主治医师,新疆,三级甲等,2018/3/30 17:41,\N
24321771,舒畅,耳鼻咽喉头颈外科,主任医师,江苏,三级甲等,2017/7/11 22:22,\N
24321803,郑韶欣,心血管内科,副主任医师,广东,三级甲等,2018/4/10 13:30,\N
24321918,孙常领,耳鼻咽喉头颈外科,副主任医师,江苏,三级甲等,2017/7/18 11:26,1
24321926,徐鹏程,耳鼻咽喉头颈外科,主治医师,江苏,三级甲等,2018/5/10 21:10,\N
24324264,张国佑,整复外科,住院医师,上海,三级甲等,2017/11/29 13:16,\N
24336341,王昀,中医内科门诊,主任医师,上海,三级甲等,2017/11/20 9:23,3
24345622,卢介民,退休二诊室,主任医师,甘肃,三级甲等,2017/7/31 9:25,\N
24346344,徐龙,肿瘤科,主治医师,辽宁,三级甲等,2018/3/6 16:54,2
24346629,王泽升,内科,住院医师,河北,二级,2017/11/23 15:48,77
24347406,袁作辉,消化科,主治医师,甘肃,三级甲等,2018/5/11 17:14,\N
24347689,韩成涛,肿瘤科,住院医师,上海,三级甲等,2018/1/22 9:30,\N
24347829,高彦,消化内科门诊,副主任医师,北京,三级甲等,2017/10/30 10:48,1
24349111,肖宝荣,肿瘤内二科,主任医师,山东,三级甲等,2017/11/1 9:30,2
24351379,罗招娇,消化内科,主治医师,北京,其他等级,\N,\N
24352548,王丽萍,全科,主治医师,山东,一级,2017/8/3 10:38,50
24360093,葛向前,血管外科,主治医师,江苏,二级,2017/7/7 16:47,23
24360260,刘瑜,小儿神经外科,主治医师,上海,三级甲等,2018/5/11 17:14,\N
24363234,金钢,肝胆胰腺外科,主任医师,上海,三级甲等,2017/10/13 11:26,\N
24363272,郑楷炼,肝胆胰腺外科,主治医师,上海,三级甲等,2017/11/27 9:32,\N
24364758,宋彬,肝胆胰腺外科,副主任医师,上海,三级甲等,2018/4/18 9:17,\N
24365087,程鹏,肝胆胰腺外科,副主任医师,上海,三级甲等,2017/8/1 10:33,1
24365154,刘文宇,肝胆胰腺外科,主治医师,上海,三级甲等,2018/4/2 10:47,\N
24365428,朱中飞,肝胆胰腺外科,主治医师,上海,三级甲等,2017/7/17 20:33,1
24367508,赵正源,心胸外科,副主任医师,天津,三级甲等,2018/5/11 17:15,\N
24367619,段力萨,心理门诊,主治医师,天津,三级甲等,2017/12/12 21:14,\N
24367629,张冲,心理门诊,主治医师,天津,三级甲等,2017/8/24 9:23,\N
24372658,聂明,泌尿外科,主任医师,四川,三级甲等,2018/5/11 17:15,\N
24377584,姜中华,消化内科门诊,副主任医师,江苏,三级甲等,2018/3/30 17:37,\N
24377596,唐光华,消化内科,副主任医师,江苏,三级非甲等,2018/5/11 17:15,\N
24379116,赵妍丽,肿瘤科,主任医师,四川,三级甲等,2017/11/29 13:42,\N
24379182,汪贺媛,耳鼻喉科,主任医师,河北,三级甲等,2017/12/6 15:07,1
24380451,宇文丽,内科,主治医师,河北,二级,2018/1/9 16:21,\N
24380522,周鲲鹏,耳鼻喉科,主治医师,河北,三级甲等,2018/5/11 17:15,\N
24381755,赵金,消化内科,主治医师,新疆,三级甲等,2018/5/11 17:15,\N
24383182,吴辉,神经内科,副主任医师,湖北,三级甲等,2018/3/30 17:37,\N
24385454,杨爽,老年病内科,主任医师,河北,三级甲等,2017/10/18 16:30,52
24394919,邹振庄,儿内科,住院医师,广东,三级甲等,2017/7/17 20:34,10
24396500,夏军权,消化科,主任医师,江苏,三级甲等,2017/7/7 16:48,516
24400562,王建华,普外科,主任医师,江苏,三级甲等,2017/11/13 17:32,3
24400584,朱桂祥,普外科,副主任医师,江苏,三级甲等,2018/5/11 17:15,\N
24400610,李昌阳,普外科,主治医师,江苏,三级甲等,2017/9/11 17:49,1
24401424,李艳,消化内科,主任医师,辽宁,三级甲等,2018/5/11 17:16,\N
24403264,陈华,骨科,副主任医师,北京,三级甲等,2017/8/4 9:17,57
24403421,李建忠,消化内科门诊[天河],医师,广东,三级甲等,2018/5/11 17:16,\N
24403495,陈继营,骨科,主任医师,北京,三级甲等,2017/7/17 20:30,5
24403671,青海涛,消化内科,副主任医师,广东,三级甲等,2017/7/7 16:49,243
24403976,张雪松,骨科,主任医师,北京,三级甲等,2017/7/17 20:31,10
24404286,肖炜明,消化内科,主任医师,江苏,三级甲等,2018/3/30 17:37,\N
24404664,黄玲,产科,副主任医师,山东,三级甲等,2018/3/15 9:19,\N
24404999,申艳,免疫风湿,主治医师,上海,三级甲等,2018/1/29 17:57,\N
24405092,牛晓光,儿外科,副主任医师,山东,三级甲等,2018/4/2 10:43,\N
24405647,张帆,老年病、全科医学科,主治医师,甘肃,三级甲等,2018/1/8 21:49,1
24405897,方霖,消化内科,主治医师,广东,三级甲等,2017/7/17 20:32,4
24408247,张火俊,放射治疗科,副主任医师,上海,三级甲等,2017/10/13 13:40,10
24408987,黄玉红,消化内科,主任医师,辽宁,三级甲等,2018/1/2 17:48,5
24410162,刘晓鹰,中医儿科,主任医师,湖北,三级甲等,2018/5/11 17:16,\N
24410261,张芳,风湿免疫,主任医师,江苏,三级甲等,2017/10/18 16:12,3
24410808,李华铭,消化内科(副高),副主任医师,浙江,三级非甲等,2018/5/11 17:16,\N
24411467,艾奎,儿科,主治医师,湖北,三级甲等,2018/5/11 17:17,\N
24412320,时小青,超声科,主治医师,青海,三级甲等,2017/10/18 9:13,\N
24412748,沈阳,小儿骨科,副主任医师,上海,三级甲等,2018/3/8 9:28,\N
24415482,杨建军,精神心理科,主治医师,上海,二级,2017/8/31 16:48,4
24423655,魏东明,心血管外科,主治医师,陕西,三级甲等,2018/5/11 17:17,\N
24425260,尹洪磊,乳腺肿瘤内科门诊,副主任医师,天津,三级甲等,2018/5/11 17:17,\N
24425263,朱晓青,乳腺外科,主治医师,天津,三级甲等,2017/10/12 13:26,9
24430606,赵云,口腔科,主治医师,山东,三级甲等,2018/5/11 17:17,\N
24431531,黄士超,全科,主治医师,上海,一级,2018/5/11 17:17,\N
24432267,曹海涛,中医科,主治医师,浙江,二级,2017/7/19 14:21,\N
24432306,马国新,耳鼻喉科,副主任医师,陕西,三级非甲等,2018/5/14 15:28,1
24432510,杨国红,脾胃肝胆科（消化内科）,主任医师,河南,三级甲等,2018/5/11 17:17,\N
24433898,蒋伟,消化内科,主任医师,江苏,三级甲等,2018/3/30 17:37,\N
24437352,侯政昆,消化科,副主任中医师,广东,三级甲等,2018/4/2 10:48,\N
24437435,王传航,男科门诊,主任医师,北京,三级甲等,2017/10/9 13:08,109
24437444,周强,男科门诊,主任医师,北京,三级甲等,2017/9/25 10:00,\N
24437474,刘保兴,男科门诊,主任医师,北京,三级甲等,2017/8/7 9:06,24
24437700,金建荣,消化内科专家,主任医师,江苏,二级,2017/7/17 14:47,12
24438170,周益峰,消化内科门诊,副主任医师,浙江,三级甲等,2018/1/10 8:40,13
24438351,张会平,肿瘤科、疑难病科,主治中医师,山东,三级甲等,2018/5/11 17:17,\N
24439428,王山跟,全科,主治医师,山东,一级,2017/9/19 17:37,99
24439556,张勇,肝胆外科,副主任医师,湖北,三级甲等,2017/11/29 12:55,4
24441677,高志刚,普外科门诊,副主任医师,浙江,三级甲等,2017/12/1 15:17,8
24443889,董良超,小儿骨科,主治医师,上海,三级甲等,2017/7/17 20:33,5
24445370,赵蕊,消化内科,主治医师,天津,三级甲等,2018/5/11 17:13,\N
24458050,金飞,肛肠科,住院医师,江苏,二级,2018/5/11 17:13,\N
24458344,戴飞,耳鼻咽喉科,主治医师,上海,三级甲等,2018/2/11 9:19,1
24464780,余育晖,肝胆胰外科、疝,副主任医师,浙江,三级非甲等,2017/7/11 19:18,2
24469095,顾红祥,消化内科,副主任医师,广东,三级甲等,2017/9/15 9:44,\N
24477720,武霞,消化内科,副主任医师,新疆,二级,2017/12/12 21:09,\N
24482679,梁永球,内科,副主任医师,浙江,二级,2018/3/21 17:52,\N
24497399,沈雷,甲状腺专科,主治医师,上海,三级甲等,2018/3/21 17:52,14
24499568,王恒,肛肠科,主治医师,上海,三级甲等,2017/11/23 9:37,2
24512798,薛嵘,肾病科,主治医师,甘肃,三级甲等,2017/11/29 13:12,\N
24525443,童占表,泌尿外科,主治医师,青海,三级甲等,2017/8/17 13:35,\N
24525545,陆建云,胃肠病中心一区(阳湖),主任医师,江苏,三级甲等,2017/9/22 17:34,\N
24525758,王素军,妇产科,住院医师,河北,二级,2017/11/10 10:41,\N
24526077,朱永军,激光美容科,副主任医师,江西,三级非甲等,2018/5/11 17:13,\N
24526112,王巧凤,消化内科,主任医师,山西,三级甲等,2017/7/17 20:08,\N
24528754,王海涛,胸外科,主任医师,浙江,三级甲等,2018/3/21 9:15,\N
24529211,刘燕武,血液病科门诊,主治医师,北京,三级甲等,2017/8/22 9:10,4
24529342,王忱,乳腺肿瘤内科门诊,副主任医师,天津,三级甲等,2018/3/16 17:46,\N
